    49.26712938    45.62629877    36.21930236
    49.34702689    45.51817845    36.30777406
    49.07748487    45.54242282    36.35238348
    49.09945911    45.47198088    35.99434358
    49.29727196    45.37632127    36.09576605
    49.18177586    45.37900954    35.96454635
    49.37338665    45.32262823    35.91124714
    49.32621373    45.44510748    35.86732284
    49.44908056    45.32039454    35.75139376
    49.35925339    45.34084501    35.75774946
    49.37216241    45.56711119    35.67275338
    49.39508761    45.48877868    35.72567656
    49.44781552    45.49805208    35.75609032
    49.48623861    45.42484079    35.83373385
    49.53330015    45.54875558    35.81554436
    49.55296887    45.68248422    35.70785623
    49.73718474    45.85411335    35.90448423
    49.69749819    46.00430613    35.94533676
    49.63309182    45.97899091    35.93903880
    49.55892009    45.85571702    36.17517508
    49.70518487    45.90377037    36.23212817
    49.81263612    45.79005662    36.28302437
    49.81210599    45.73682260    36.42047198
    49.86875480    45.76009628    36.44476681
    49.85207662    45.71196115    36.39665253
    49.75184811    45.68574894    36.28968312
    49.81877581    45.54998943    36.29757292
    49.91080206    45.63805617    36.32769796
    50.05545804    45.40573214    36.33707648
    50.10597697    45.12871781    36.30906010
    49.91456366    45.09604021    36.28305533
    49.86205086    45.00612471    36.48043987
