    78.33819962    21.31373880    65.73111083
    78.29701424    21.49258840    65.85924694
    78.39961427    21.63519236    65.78078814
    78.34591026    21.65812391    65.88842180
    78.46714220    21.79932860    66.01086595
    78.58457799    21.88048014    65.82337017
    78.29512717    21.82921535    65.78006341
    78.41494076    21.90887780    66.02695343
    78.48568846    21.83094170    65.99454745
    78.43599201    21.78880864    66.10037535
    78.33395185    21.84976894    66.28390262
    78.43572481    21.85680103    66.33047625
    78.61253835    21.91971078    66.38617717
    78.42456367    21.88375682    66.19760026
    78.54336095    21.96423911    66.34343445
    78.57950540    21.71949677    66.28848419
    78.54553357    21.74203504    66.35382396
    78.68145841    21.84268090    66.37865438
    78.60675129    21.54772534    66.41781679
    78.66977418    21.46419710    66.37685742
    78.70334951    21.37797822    66.31440621
    78.80197219    21.38427222    66.22781087
    78.91023279    21.35861703    66.14279643
    78.81239570    21.23969968    66.17777424
    78.83016649    21.40662640    66.14920268
    78.93821532    21.54346227    66.17520040
    79.07241687    21.58584194    66.05359799
    79.08252541    21.49777179    66.04129458
    79.12958834    21.36405530    66.03840242
    79.28119487    21.32007277    65.95709027
    79.28070792    21.36798595    66.03514012
    79.42145795    21.42141432    66.18045776
